Name,Surname,Date birth,Unit,Class,Sex,Race,Citizenship,Married,Children,Salary per day,Territory,Occupation,Pets,Food
Tenbrith,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Shadowreaper,Nightgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Mortith,Doomfrost,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Darkroth,Shadowsong,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Grimthorn,Soulchill,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Valgrim,Nightplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Zalthor,Deathgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Xalthor,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Nethros,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Duskgrim,Shadowcall,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Kragoth,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Vorath,Darkchill,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Gorthor,Bonehowl,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Valmor,Plaguereaper,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Zarak,Darkwraith,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Melchior,Shadowflame,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Nyx,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Tharion,Duskgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Morzath,Soulmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Valnir,Plagueweaver,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Xander,Darkfrost,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Kelthor,Ghostfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Draxis,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Vorgrim,Plaguemourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Malgath,Nightshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Velthar,Soulchill,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Thorgath,Darkcall,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Nyris,Boneveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Zalthros,Plagueveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Xarath,Ghostmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Dolgrim,Shadowgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Mortulus,Darkwhisper,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Grithor,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Harlith,Nightveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Vulthar,Bonegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Drex,Plagueshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Zalthar,Ghostfrost,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Krythor,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Marthrax,Nightmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Kalthor,Darkfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Voldar,Soulgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Xaroth,Boneplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Valgan,Ghostplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,2.00
Zorthan,Shadowfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Ragnor,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Helthor,Plaguemourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,2.00
Vyktor,Soulshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,2.00
Zalgrim,Nightplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Draven,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Kylar,Ghostfrost,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Morgath,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Lithar,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Nyxthar,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Valthrax,Boneplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zorgrim,Plagueshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xarion,Ghostfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Dalthor,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Nyzor,Darkgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Valthar,Plaguemourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Helgrim,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krygath,Nightmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Malgrim,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Thorin,Ghostplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xarathor,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Dagrim,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Velgrim,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Zalthor,Soulshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krythar,Nightveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zarnor,Boneplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Vyktoris,Ghostfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Morion,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Narthor,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Velthrax,Soulmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Thalgrim,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Xalgrim,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krythor,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Harlith,Darkshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zarnath,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Drathor,Nightmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Xalthor,Bonegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Vylar,Plaguefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Gorthan,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Krythar,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Malgan,Darkgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Velgrim,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Thorgath,Plaguefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Dalthor,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zorath,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Valgrim,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krylar,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Helgrim,Plaguemourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Xalthar,Ghostfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Mortis,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Dregath,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Valgan,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalthar,Nightveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Krythar,Bonegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Draxim,Plaguefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xarnor,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Velgrim,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Helthor,Darkshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalgrim,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Thorin,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Nythor,Ghostplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Valgrim,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krythor,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Harthor,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalthor,Plagueshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Drathor,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xalgrim,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krygath,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Thalgrim,Soulgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Valgan,Boneplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Draxim,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Morgrim,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Harthor,Darkfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zornath,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Valgrim,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Narthor,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Vyktoris,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krythar,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Harlith,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Velgrim,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Draxim,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zalgrim,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krygath,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Helgrim,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Xalthor,Plagueveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Dalthor,Soulshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Valgrim,Bonegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zalthor,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Thalgrim,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Draxim,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Harthor,Plaguemourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krygath,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zarnath,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Velgrim,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Thorin,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Mortis,Plagueveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Dregath,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krythor,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Xalgrim,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Valgrim,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Harthor,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalthar,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Dalthor,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Velgrim,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krythar,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalgrim,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Xarnor,Plagueveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Thorin,Soulshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Helgrim,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Valgan,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krythor,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Harthor,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Draxim,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Zalthor,Soulveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Valgrim,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Harlith,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xalthor,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krythor,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Draxim,Boneplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalgrim,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Thorgath,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Velgrim,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Valgan,Plaguefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Dalthor,Soulgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krygath,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Helgrim,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xalgrim,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Harthor,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Valgrim,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Zalthor,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Dregath,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krythor,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Harlith,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Zalgrim,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Thorin,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Helgrim,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Valgrim,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Harthor,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Krythar,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Dalthor,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Xarnor,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Draxim,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Valgan,Darkplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Velgrim,Plaguegrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Krygath,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zalgrim,Ghostshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Harlith,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Xalgrim,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Thorin,Soulplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Dregath,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Arion,Shadowbane,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Kaldor,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Elara,Nightshade,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Vesper,Soulreaver,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Thorne,Ghostflame,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Nymeria,Plagueborn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Malven,Shadowmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Zarek,Darkraven,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Thalira,Soulwhisper,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Vorn,Boneveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Nyra,Ghostchill,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zephyr,Darkgrasp,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Kael,Plagueshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Liora,Nightveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Mael,Shadowplague,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Tyra,Darkmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Zander,Soulfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Grimma,Bonechill,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Varek,Ghostveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Elowen,Plagueveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Rythor,Nightshadow,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Orin,Shadowveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Freya,Darkfrost,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Draven,Soulmourn,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Maris,Bonefire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
Alaric,Ghostshade,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Thorne,Plaguewhisper,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Border,0,$2
Nyxara,Shadowfire,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Police,0,$2
Varis,Darkveil,1899-12-30,Ghoul,Melee,Body,Undead,Northrend,No,0,2.00,Northrend,Army,0,$2
